TotalDue,SubTotal,TaxAmt,Freight,ProductID,StoreID,TerritoryID,OrderDate
28760.1672,25573.8716,2427.6538,758.6418,707,1238,6,2014-03-31 00:00:00.000
92654.5975,82062.4546,8070.2041,2521.9388,707,1242,3,2014-03-31 00:00:00.000
69323.6906,61593.4153,5889.7336,1840.5417,707,1266,3,2014-03-31 00:00:00.000
40302.7255,35809.8538,3423.1403,1069.7314,707,1302,10,2014-03-01 00:00:00.000
19947.7588,17765.0361,1663.0268,519.6959,707,1316,2,2014-03-31 00:00:00.000
38512.1894,34239.5087,3255.3758,1017.3049,707,1414,4,2014-03-01 00:00:00.000
94544.5399,83967.9181,8058.3785,2518.2433,707,1420,8,2014-03-31 00:00:00.000
34947.9956,30980.0885,3023.1673,944.7398,707,1422,2,2014-03-31 00:00:00.000
93410.8386,82935.6792,7981.0738,2494.0856,707,1840,6,2014-03-01 00:00:00.000
71215.3607,63235.638,6079.7887,1899.934,707,1888,1,2014-03-01 00:00:00.000
33235.1423,29524.0501,2827.4988,883.5934,707,1898,5,2014-03-01 00:00:00.000
32401.5732,28795.9976,2747.1052,858.4704,707,1940,6,2014-03-31 00:00:00.000
68864.1156,61171.5876,5860.9737,1831.5543,707,1962,7,2014-03-31 00:00:00.000
77853.7189,68925.4289,6802.5067,2125.7833,707,1970,1,2014-03-31 00:00:00.000
35062.5567,31154.4749,2977.5861,930.4957,707,1976,3,2014-03-01 00:00:00.000
68826.1277,61144.5956,5852.5959,1828.9362,707,1992,4,2014-03-31 00:00:00.000
83955.492,74577.1531,7145.4011,2232.9378,708,302,4,2014-03-01 00:00:00.000
60965.9531,54076.886,5248.813,1640.2541,708,370,4,2014-03-31 00:00:00.000
38762.014,34349.2656,3362.094,1050.6544,708,372,4,2014-03-31 00:00:00.000
41445.5381,36831.1713,3515.708,1098.6588,708,534,10,2014-03-01 00:00:00.000
64488.2624,57288.1826,5485.7751,1714.3047,708,538,8,2014-03-01 00:00:00.000
1560.4028,1386.576,132.4395,41.3873,708,558,1,2014-03-01 00:00:00.000
49758.7821,44228.9437,4213.2102,1316.6282,708,580,6,2014-03-31 00:00:00.000
54747.0981,48642.5503,4651.084,1453.4638,708,582,8,2014-03-31 00:00:00.000
71861.7017,63841.3128,6110.7725,1909.6164,708,598,4,2014-03-31 00:00:00.000
119641.1984,106268.238,10188.9222,3184.0382,708,600,1,2014-03-31 00:00:00.000
35965.7889,31964.604,3048.5218,952.6631,708,602,10,2014-03-31 00:00:00.000
20489.6678,18220.9299,1728.5622,540.1757,708,622,6,2014-03-31 00:00:00.000
130907.0496,116153.8278,11240.5499,3512.6719,708,652,4,2014-03-01 00:00:00.000
64195.7045,57037.067,5454.20,1704.4375,708,656,1,2014-03-31 00:00:00.000
47216.7035,41944.4472,4016.9572,1255.2991,708,692,2,2014-03-01 00:00:00.000
62443.3527,55487.5731,5299.6416,1656.138,708,762,1,2014-03-01 00:00:00.000
39660.6632,35209.9636,3391.0092,1059.6904,708,768,6,2014-03-01 00:00:00.000
71870.6067,63761.3483,6178.4826,1930.7758,708,770,8,2014-03-01 00:00:00.000
29340.6928,26034.912,2518.6901,787.0907,708,780,6,2014-03-31 00:00:00.000
41505.9586,36885.8796,3520.0602,1100.0188,708,792,5,2014-03-01 00:00:00.000
28600.0992,25434.382,2411.975,753.7422,708,794,6,2014-03-31 00:00:00.000
93966.6591,83147.6449,8243.0584,2575.9558,708,808,7,2014-03-31 00:00:00.000
36073.4357,32062.032,3056.3076,955.0961,708,816,4,2014-03-31 00:00:00.000
39835.3914,35272.6228,3476.3951,1086.3735,708,834,8,2014-03-31 00:00:00.000
60603.5735,53770.9719,5205.7917,1626.8099,708,874,4,2014-03-01 00:00:00.000
58591.5352,52031.909,4997.8104,1561.8158,708,932,4,2014-03-01 00:00:00.000
31219.2619,27769.0151,2628.7595,821.4873,708,954,3,2014-03-01 00:00:00.000
47023.0049,41672.7142,4076.412,1273.8787,708,962,7,2014-03-31 00:00:00.000
26753.1995,23801.0431,2249.262,702.8944,708,982,7,2014-03-01 00:00:00.000
34885.0758,31001.682,2958.7762,924.6176,708,1030,5,2014-03-31 00:00:00.000
44393.2159,39450.7848,3765.6618,1176.7693,708,1046,5,2014-03-01 00:00:00.000
36529.0479,32467.1531,3094.777,967.1178,708,1086,2,2014-03-01 00:00:00.000
26890.6676,23913.45,2268.3563,708.8613,708,1200,6,2014-03-31 00:00:00.000
48193.9576,42715.1988,4174.2924,1304.4664,708,1220,10,2014-03-31 00:00:00.000
37338.2108,33171.1091,3174.9346,992.1671,708,1230,1,2014-03-31 00:00:00.000
31319.894,27830.1316,2658.8666,830.8958,708,1234,7,2014-03-01 00:00:00.000
55900.0851,49565.5983,4826.2757,1508.2111,708,1236,6,2014-03-31 00:00:00.000
28760.1672,25573.8716,2427.6538,758.6418,708,1238,6,2014-03-31 00:00:00.000
92654.5975,82062.4546,8070.2041,2521.9388,708,1242,3,2014-03-31 00:00:00.000
69323.6906,61593.4153,5889.7336,1840.5417,708,1266,3,2014-03-31 00:00:00.000
40302.7255,35809.8538,3423.1403,1069.7314,708,1302,10,2014-03-01 00:00:00.000
19947.7588,17765.0361,1663.0268,519.6959,708,1316,2,2014-03-31 00:00:00.000
38512.1894,34239.5087,3255.3758,1017.3049,708,1414,4,2014-03-01 00:00:00.000
94544.5399,83967.9181,8058.3785,2518.2433,708,1420,8,2014-03-31 00:00:00.000
34947.9956,30980.0885,3023.1673,944.7398,708,1422,2,2014-03-31 00:00:00.000
8028.5696,7133.778,681.746,213.0456,708,1802,10,2014-03-31 00:00:00.000
8431.0114,7501.722,708.03,221.2594,708,1822,3,2014-03-01 00:00:00.000
93410.8386,82935.6792,7981.0738,2494.0856,708,1840,6,2014-03-01 00:00:00.000
33235.1423,29524.0501,2827.4988,883.5934,708,1898,5,2014-03-01 00:00:00.000
32401.5732,28795.9976,2747.1052,858.4704,708,1940,6,2014-03-31 00:00:00.000
68864.1156,61171.5876,5860.9737,1831.5543,708,1962,7,2014-03-31 00:00:00.000
77853.7189,68925.4289,6802.5067,2125.7833,708,1970,1,2014-03-31 00:00:00.000
35062.5567,31154.4749,2977.5861,930.4957,708,1976,3,2014-03-01 00:00:00.000
68826.1277,61144.5956,5852.5959,1828.9362,708,1992,4,2014-03-31 00:00:00.000
83955.492,74577.1531,7145.4011,2232.9378,711,302,4,2014-03-01 00:00:00.000
60965.9531,54076.886,5248.813,1640.2541,711,370,4,2014-03-31 00:00:00.000
38762.014,34349.2656,3362.094,1050.6544,711,372,4,2014-03-31 00:00:00.000
41445.5381,36831.1713,3515.708,1098.6588,711,534,10,2014-03-01 00:00:00.000
64488.2624,57288.1826,5485.7751,1714.3047,711,538,8,2014-03-01 00:00:00.000
1560.4028,1386.576,132.4395,41.3873,711,558,1,2014-03-01 00:00:00.000
49758.7821,44228.9437,4213.2102,1316.6282,711,580,6,2014-03-31 00:00:00.000
54747.0981,48642.5503,4651.084,1453.4638,711,582,8,2014-03-31 00:00:00.000
71861.7017,63841.3128,6110.7725,1909.6164,711,598,4,2014-03-31 00:00:00.000
119641.1984,106268.238,10188.9222,3184.0382,711,600,1,2014-03-31 00:00:00.000
35965.7889,31964.604,3048.5218,952.6631,711,602,10,2014-03-31 00:00:00.000
20489.6678,18220.9299,1728.5622,540.1757,711,622,6,2014-03-31 00:00:00.000
130907.0496,116153.8278,11240.5499,3512.6719,711,652,4,2014-03-01 00:00:00.000
64195.7045,57037.067,5454.20,1704.4375,711,656,1,2014-03-31 00:00:00.000
47216.7035,41944.4472,4016.9572,1255.2991,711,692,2,2014-03-01 00:00:00.000
62443.3527,55487.5731,5299.6416,1656.138,711,762,1,2014-03-01 00:00:00.000
39660.6632,35209.9636,3391.0092,1059.6904,711,768,6,2014-03-01 00:00:00.000
71870.6067,63761.3483,6178.4826,1930.7758,711,770,8,2014-03-01 00:00:00.000
41505.9586,36885.8796,3520.0602,1100.0188,711,792,5,2014-03-01 00:00:00.000
28600.0992,25434.382,2411.975,753.7422,711,794,6,2014-03-31 00:00:00.000
93966.6591,83147.6449,8243.0584,2575.9558,711,808,7,2014-03-31 00:00:00.000
36073.4357,32062.032,3056.3076,955.0961,711,816,4,2014-03-31 00:00:00.000
39835.3914,35272.6228,3476.3951,1086.3735,711,834,8,2014-03-31 00:00:00.000
60603.5735,53770.9719,5205.7917,1626.8099,711,874,4,2014-03-01 00:00:00.000
31219.2619,27769.0151,2628.7595,821.4873,711,954,3,2014-03-01 00:00:00.000
47023.0049,41672.7142,4076.412,1273.8787,711,962,7,2014-03-31 00:00:00.000
26753.1995,23801.0431,2249.262,702.8944,711,982,7,2014-03-01 00:00:00.000
34885.0758,31001.682,2958.7762,924.6176,711,1030,5,2014-03-31 00:00:00.000
44393.2159,39450.7848,3765.6618,1176.7693,711,1046,5,2014-03-01 00:00:00.000
36529.0479,32467.1531,3094.777,967.1178,711,1086,2,2014-03-01 00:00:00.000
4097.5079,3638.364,349.8239,109.32,711,1138,1,2014-03-01 00:00:00.000
26890.6676,23913.45,2268.3563,708.8613,711,1200,6,2014-03-31 00:00:00.000
48193.9576,42715.1988,4174.2924,1304.4664,711,1220,10,2014-03-31 00:00:00.000
37338.2108,33171.1091,3174.9346,992.1671,711,1230,1,2014-03-31 00:00:00.000
31319.894,27830.1316,2658.8666,830.8958,711,1234,7,2014-03-01 00:00:00.000
55900.0851,49565.5983,4826.2757,1508.2111,711,1236,6,2014-03-31 00:00:00.000
28760.1672,25573.8716,2427.6538,758.6418,711,1238,6,2014-03-31 00:00:00.000
92654.5975,82062.4546,8070.2041,2521.9388,711,1242,3,2014-03-31 00:00:00.000
69323.6906,61593.4153,5889.7336,1840.5417,711,1266,3,2014-03-31 00:00:00.000
40302.7255,35809.8538,3423.1403,1069.7314,711,1302,10,2014-03-01 00:00:00.000
19947.7588,17765.0361,1663.0268,519.6959,711,1316,2,2014-03-31 00:00:00.000
38512.1894,34239.5087,3255.3758,1017.3049,711,1414,4,2014-03-01 00:00:00.000
94544.5399,83967.9181,8058.3785,2518.2433,711,1420,8,2014-03-31 00:00:00.000
34947.9956,30980.0885,3023.1673,944.7398,711,1422,2,2014-03-31 00:00:00.000
8028.5696,7133.778,681.746,213.0456,711,1802,10,2014-03-31 00:00:00.000
8431.0114,7501.722,708.03,221.2594,711,1822,3,2014-03-01 00:00:00.000
93410.8386,82935.6792,7981.0738,2494.0856,711,1840,6,2014-03-01 00:00:00.000
36782.2298,32640.528,3155.5823,986.1195,711,1866,9,2014-03-31 00:00:00.000
33235.1423,29524.0501,2827.4988,883.5934,711,1898,5,2014-03-01 00:00:00.000
32401.5732,28795.9976,2747.1052,858.4704,711,1940,6,2014-03-31 00:00:00.000
68864.1156,61171.5876,5860.9737,1831.5543,711,1962,7,2014-03-31 00:00:00.000
77853.7189,68925.4289,6802.5067,2125.7833,711,1970,1,2014-03-31 00:00:00.000
35062.5567,31154.4749,2977.5861,930.4957,711,1976,3,2014-03-01 00:00:00.000
68826.1277,61144.5956,5852.5959,1828.9362,711,1992,4,2014-03-31 00:00:00.000
83955.492,74577.1531,7145.4011,2232.9378,712,302,4,2014-03-01 00:00:00.000
60965.9531,54076.886,5248.813,1640.2541,712,370,4,2014-03-31 00:00:00.000
38762.014,34349.2656,3362.094,1050.6544,712,372,4,2014-03-31 00:00:00.000
9393.3747,8344.098,799.4489,249.8278,712,392,3,2014-03-01 00:00:00.000
21441.0704,19043.112,1827.0159,570.9425,712,410,9,2014-03-31 00:00:00.000
6956.5023,6187.308,586.0528,183.1415,712,412,6,2014-03-31 00:00:00.000
6606.6215,5871.15,560.3592,175.1123,712,496,4,2014-03-01 00:00:00.000
7781.2934,7041.5716,563.5976,176.1242,712,532,8,2014-03-30 00:00:00.000
7226.9529,6422.22,613.1298,191.6031,712,532,8,2014-03-31 00:00:00.000
41445.5381,36831.1713,3515.708,1098.6588,712,534,10,2014-03-01 00:00:00.000
64488.2624,57288.1826,5485.7751,1714.3047,712,538,8,2014-03-01 00:00:00.000
6369.2493,5665.788,535.9705,167.4908,712,542,3,2014-03-01 00:00:00.000
4261.0504,3793.26,356.4117,111.3787,712,556,4,2014-03-31 00:00:00.000
49758.7821,44228.9437,4213.2102,1316.6282,712,580,6,2014-03-31 00:00:00.000
54747.0981,48642.5503,4651.084,1453.4638,712,582,8,2014-03-31 00:00:00.000
71861.7017,63841.3128,6110.7725,1909.6164,712,598,4,2014-03-31 00:00:00.000
119641.1984,106268.238,10188.9222,3184.0382,712,600,1,2014-03-31 00:00:00.000
35965.7889,31964.604,3048.5218,952.6631,712,602,10,2014-03-31 00:00:00.000
366.3005,331.152,26.7798,8.3687,712,604,2,2014-03-31 00:00:00.000
20489.6678,18220.9299,1728.5622,540.1757,712,622,6,2014-03-31 00:00:00.000
5973.6456,5306.6375,508.1966,158.8115,712,634,2,2014-03-31 00:00:00.000
130907.0496,116153.8278,11240.5499,3512.6719,712,652,4,2014-03-01 00:00:00.000
64195.7045,57037.067,5454.20,1704.4375,712,656,1,2014-03-31 00:00:00.000
47216.7035,41944.4472,4016.9572,1255.2991,712,692,2,2014-03-01 00:00:00.000
22928.3665,20373.756,1946.3699,608.2406,712,708,6,2014-03-31 00:00:00.000
6982.4447,6204.054,593.0596,185.3311,712,718,9,2014-03-01 00:00:00.000
1084.693,964.722,91.4065,28.5645,712,728,2,2014-03-31 00:00:00.000
3223.0284,2870.952,268.2487,83.8277,712,732,6,2014-03-31 00:00:00.000
94.0311,84.498,7.2633,2.2698,712,742,4,2014-03-01 00:00:00.000
62443.3527,55487.5731,5299.6416,1656.138,712,762,1,2014-03-01 00:00:00.000
39660.6632,35209.9636,3391.0092,1059.6904,712,768,6,2014-03-01 00:00:00.000
71870.6067,63761.3483,6178.4826,1930.7758,712,770,8,2014-03-01 00:00:00.000
41505.9586,36885.8796,3520.0602,1100.0188,712,792,5,2014-03-01 00:00:00.000
28600.0992,25434.382,2411.975,753.7422,712,794,6,2014-03-31 00:00:00.000
93966.6591,83147.6449,8243.0584,2575.9558,712,808,7,2014-03-31 00:00:00.000
36073.4357,32062.032,3056.3076,955.0961,712,816,4,2014-03-31 00:00:00.000
39835.3914,35272.6228,3476.3951,1086.3735,712,834,8,2014-03-31 00:00:00.000
60603.5735,53770.9719,5205.7917,1626.8099,712,874,4,2014-03-01 00:00:00.000
4939.87,4393.662,416.1585,130.0495,712,908,6,2014-03-01 00:00:00.000
13855.9764,12307.134,1180.0704,368.772,712,946,7,2014-03-31 00:00:00.000
31219.2619,27769.0151,2628.7595,821.4873,712,954,3,2014-03-01 00:00:00.000
47023.0049,41672.7142,4076.412,1273.8787,712,962,7,2014-03-31 00:00:00.000
26753.1995,23801.0431,2249.262,702.8944,712,982,7,2014-03-01 00:00:00.000
10859.3035,9653.6129,918.6214,287.0692,712,1002,4,2014-03-01 00:00:00.000
34885.0758,31001.682,2958.7762,924.6176,712,1030,5,2014-03-31 00:00:00.000
44393.2159,39450.7848,3765.6618,1176.7693,712,1046,5,2014-03-01 00:00:00.000
36529.0479,32467.1531,3094.777,967.1178,712,1086,2,2014-03-01 00:00:00.000
24.0303,21.576,1.8699,0.5844,712,1116,10,2014-03-31 00:00:00.000
7851.3513,6979.656,664.1488,207.5465,712,1134,4,2014-03-31 00:00:00.000
4885.3824,4348.074,409.3778,127.9306,712,1152,10,2014-03-01 00:00:00.000
26890.6676,23913.45,2268.3563,708.8613,712,1200,6,2014-03-31 00:00:00.000
48193.9576,42715.1988,4174.2924,1304.4664,712,1220,10,2014-03-31 00:00:00.000
37338.2108,33171.1091,3174.9346,992.1671,712,1230,1,2014-03-31 00:00:00.000
31319.894,27830.1316,2658.8666,830.8958,712,1234,7,2014-03-01 00:00:00.000
55900.0851,49565.5983,4826.2757,1508.2111,712,1236,6,2014-03-31 00:00:00.000
28760.1672,25573.8716,2427.6538,758.6418,712,1238,6,2014-03-31 00:00:00.000
92654.5975,82062.4546,8070.2041,2521.9388,712,1242,3,2014-03-31 00:00:00.000
69323.6906,61593.4153,5889.7336,1840.5417,712,1266,3,2014-03-31 00:00:00.000
40302.7255,35809.8538,3423.1403,1069.7314,712,1302,10,2014-03-01 00:00:00.000
19947.7588,17765.0361,1663.0268,519.6959,712,1316,2,2014-03-31 00:00:00.000
8176.4534,7264.295,694.9778,217.1806,712,1388,1,2014-03-01 00:00:00.000
38512.1894,34239.5087,3255.3758,1017.3049,712,1414,4,2014-03-01 00:00:00.000
94544.5399,83967.9181,8058.3785,2518.2433,712,1420,8,2014-03-31 00:00:00.000
34947.9956,30980.0885,3023.1673,944.7398,712,1422,2,2014-03-31 00:00:00.000
12397.13,11012.327,1055.088,329.715,712,1450,2,2014-03-31 00:00:00.000
11143.4649,9900.42,947.0818,295.9631,712,1456,5,2014-03-31 00:00:00.000
13447.4354,11951.688,1139.6171,356.1303,712,1462,2,2014-03-31 00:00:00.000
18358.6255,16317.588,1555.0762,485.9613,712,1464,9,2014-03-31 00:00:00.000
822.8495,739.89,63.2072,19.7523,712,1480,3,2014-03-31 00:00:00.000
8028.5696,7133.778,681.746,213.0456,712,1802,10,2014-03-31 00:00:00.000
8431.0114,7501.722,708.03,221.2594,712,1822,3,2014-03-01 00:00:00.000
93410.8386,82935.6792,7981.0738,2494.0856,712,1840,6,2014-03-01 00:00:00.000
33235.1423,29524.0501,2827.4988,883.5934,712,1898,5,2014-03-01 00:00:00.000
32401.5732,28795.9976,2747.1052,858.4704,712,1940,6,2014-03-31 00:00:00.000
68864.1156,61171.5876,5860.9737,1831.5543,712,1962,7,2014-03-31 00:00:00.000
77853.7189,68925.4289,6802.5067,2125.7833,712,1970,1,2014-03-31 00:00:00.000
35062.5567,31154.4749,2977.5861,930.4957,712,1976,3,2014-03-01 00:00:00.000
68826.1277,61144.5956,5852.5959,1828.9362,712,1992,4,2014-03-31 00:00:00.000
83955.492,74577.1531,7145.4011,2232.9378,714,302,4,2014-03-01 00:00:00.000
60965.9531,54076.886,5248.813,1640.2541,714,370,4,2014-03-31 00:00:00.000
38762.014,34349.2656,3362.094,1050.6544,714,372,4,2014-03-31 00:00:00.000
974.1472,868.89,80.196,25.0612,714,490,6,2014-03-31 00:00:00.000
79545.0404,70533.0247,6866.2977,2145.718,714,518,1,2014-03-01 00:00:00.000
41445.5381,36831.1713,3515.708,1098.6588,714,534,10,2014-03-01 00:00:00.000
64488.2624,57288.1826,5485.7751,1714.3047,714,538,8,2014-03-01 00:00:00.000
49758.7821,44228.9437,4213.2102,1316.6282,714,580,6,2014-03-31 00:00:00.000
54747.0981,48642.5503,4651.084,1453.4638,714,582,8,2014-03-31 00:00:00.000
66148.9905,58676.1206,5693.6152,1779.2547,714,592,6,2014-03-01 00:00:00.000
71861.7017,63841.3128,6110.7725,1909.6164,714,598,4,2014-03-31 00:00:00.000
20489.6678,18220.9299,1728.5622,540.1757,714,622,6,2014-03-31 00:00:00.000
130907.0496,116153.8278,11240.5499,3512.6719,714,652,4,2014-03-01 00:00:00.000
64195.7045,57037.067,5454.20,1704.4375,714,656,1,2014-03-31 00:00:00.000
404.4207,362.34,32.0615,10.0192,714,666,9,2014-03-01 00:00:00.000
47216.7035,41944.4472,4016.9572,1255.2991,714,692,2,2014-03-01 00:00:00.000
62443.3527,55487.5731,5299.6416,1656.138,714,762,1,2014-03-01 00:00:00.000
39660.6632,35209.9636,3391.0092,1059.6904,714,768,6,2014-03-01 00:00:00.000
71870.6067,63761.3483,6178.4826,1930.7758,714,770,8,2014-03-01 00:00:00.000
41505.9586,36885.8796,3520.0602,1100.0188,714,792,5,2014-03-01 00:00:00.000
28600.0992,25434.382,2411.975,753.7422,714,794,6,2014-03-31 00:00:00.000
93966.6591,83147.6449,8243.0584,2575.9558,714,808,7,2014-03-31 00:00:00.000
39835.3914,35272.6228,3476.3951,1086.3735,714,834,8,2014-03-31 00:00:00.000
60603.5735,53770.9719,5205.7917,1626.8099,714,874,4,2014-03-01 00:00:00.000
32721.915,29064.39,2786.6857,870.8393,714,940,10,2014-03-01 00:00:00.000
31219.2619,27769.0151,2628.7595,821.4873,714,954,3,2014-03-01 00:00:00.000
47023.0049,41672.7142,4076.412,1273.8787,714,962,7,2014-03-31 00:00:00.000
26753.1995,23801.0431,2249.262,702.8944,714,982,7,2014-03-01 00:00:00.000
34885.0758,31001.682,2958.7762,924.6176,714,1030,5,2014-03-31 00:00:00.000
44393.2159,39450.7848,3765.6618,1176.7693,714,1046,5,2014-03-01 00:00:00.000
74857.3005,66479.7071,6382.9283,1994.6651,714,1050,3,2014-03-01 00:00:00.000
36529.0479,32467.1531,3094.777,967.1178,714,1086,2,2014-03-01 00:00:00.000
26890.6676,23913.45,2268.3563,708.8613,714,1200,6,2014-03-31 00:00:00.000
48193.9576,42715.1988,4174.2924,1304.4664,714,1220,10,2014-03-31 00:00:00.000
37338.2108,33171.1091,3174.9346,992.1671,714,1230,1,2014-03-31 00:00:00.000
31319.894,27830.1316,2658.8666,830.8958,714,1234,7,2014-03-01 00:00:00.000
28760.1672,25573.8716,2427.6538,758.6418,714,1238,6,2014-03-31 00:00:00.000
92654.5975,82062.4546,8070.2041,2521.9388,714,1242,3,2014-03-31 00:00:00.000
69323.6906,61593.4153,5889.7336,1840.5417,714,1266,3,2014-03-31 00:00:00.000
29134.992,25757.0601,2573.6624,804.2695,714,1290,1,2014-03-31 00:00:00.000
40302.7255,35809.8538,3423.1403,1069.7314,714,1302,10,2014-03-01 00:00:00.000
19947.7588,17765.0361,1663.0268,519.6959,714,1316,2,2014-03-31 00:00:00.000
38512.1894,34239.5087,3255.3758,1017.3049,714,1414,4,2014-03-01 00:00:00.000
94544.5399,83967.9181,8058.3785,2518.2433,714,1420,8,2014-03-31 00:00:00.000
34947.9956,30980.0885,3023.1673,944.7398,714,1422,2,2014-03-31 00:00:00.000
93410.8386,82935.6792,7981.0738,2494.0856,714,1840,6,2014-03-01 00:00:00.000
71215.3607,63235.638,6079.7887,1899.934,714,1888,1,2014-03-01 00:00:00.000
33235.1423,29524.0501,2827.4988,883.5934,714,1898,5,2014-03-01 00:00:00.000
68864.1156,61171.5876,5860.9737,1831.5543,714,1962,7,2014-03-31 00:00:00.000
77853.7189,68925.4289,6802.5067,2125.7833,714,1970,1,2014-03-31 00:00:00.000
35062.5567,31154.4749,2977.5861,930.4957,714,1976,3,2014-03-01 00:00:00.000
83955.492,74577.1531,7145.4011,2232.9378,715,302,4,2014-03-01 00:00:00.000
60965.9531,54076.886,5248.813,1640.2541,715,370,4,2014-03-31 00:00:00.000
38762.014,34349.2656,3362.094,1050.6544,715,372,4,2014-03-31 00:00:00.000
21441.0704,19043.112,1827.0159,570.9425,715,410,9,2014-03-31 00:00:00.000
6956.5023,6187.308,586.0528,183.1415,715,412,6,2014-03-31 00:00:00.000
6606.6215,5871.15,560.3592,175.1123,715,496,4,2014-03-01 00:00:00.000
7781.2934,7041.5716,563.5976,176.1242,715,532,8,2014-03-30 00:00:00.000
7226.9529,6422.22,613.1298,191.6031,715,532,8,2014-03-31 00:00:00.000
41445.5381,36831.1713,3515.708,1098.6588,715,534,10,2014-03-01 00:00:00.000
64488.2624,57288.1826,5485.7751,1714.3047,715,538,8,2014-03-01 00:00:00.000
4261.0504,3793.26,356.4117,111.3787,715,556,4,2014-03-31 00:00:00.000
49758.7821,44228.9437,4213.2102,1316.6282,715,580,6,2014-03-31 00:00:00.000
54747.0981,48642.5503,4651.084,1453.4638,715,582,8,2014-03-31 00:00:00.000
71861.7017,63841.3128,6110.7725,1909.6164,715,598,4,2014-03-31 00:00:00.000
119641.1984,106268.238,10188.9222,3184.0382,715,600,1,2014-03-31 00:00:00.000
35965.7889,31964.604,3048.5218,952.6631,715,602,10,2014-03-31 00:00:00.000
20489.6678,18220.9299,1728.5622,540.1757,715,622,6,2014-03-31 00:00:00.000
5973.6456,5306.6375,508.1966,158.8115,715,634,2,2014-03-31 00:00:00.000
130907.0496,116153.8278,11240.5499,3512.6719,715,652,4,2014-03-01 00:00:00.000
64195.7045,57037.067,5454.20,1704.4375,715,656,1,2014-03-31 00:00:00.000
47216.7035,41944.4472,4016.9572,1255.2991,715,692,2,2014-03-01 00:00:00.000
22928.3665,20373.756,1946.3699,608.2406,715,708,6,2014-03-31 00:00:00.000
6982.4447,6204.054,593.0596,185.3311,715,718,9,2014-03-01 00:00:00.000
1084.693,964.722,91.4065,28.5645,715,728,2,2014-03-31 00:00:00.000
62443.3527,55487.5731,5299.6416,1656.138,715,762,1,2014-03-01 00:00:00.000
